id,region,distrito,latitud_a,longitud_a
17920014,Lambayeque, La Victoria,-6.79482,-79.85293
17930014,Lambayeque, La Victoria,-6.79005,-79.84568
17940014,Lambayeque, La Victoria,-6.79038,-79.83358
17950014,Lambayeque, La Victoria,-6.79303,-79.83569
17960014,Lambayeque, La Victoria,-6.79787,-79.84264
17970014,Lambayeque, La Victoria,-6.8061,-79.83716
17980014,Lambayeque, La Victoria,-6.83599,-79.83138
17990014,Lambayeque, La Victoria,-6.79303,-79.84962
18000014,Lambayeque, La Victoria,-6.80273,-79.84686000000001
18010014,Lambayeque, La Victoria,-6.80127,-79.83580000000001
18020014,Lambayeque, La Victoria,-6.80726,-79.84452
18030014,Lambayeque, Lagunas,-6.98965,-79.62298
18040014,Lambayeque, Lambayeque,-6.69724,-79.90204
18050014,Lambayeque, Lambayeque,-6.70406,-79.90544
18060014,Lambayeque, Lambayeque,-6.61630551,-79.93054763000001
18070014,Lambayeque, Lambayeque,-6.69642,-79.91067
18080014,Lambayeque, Lambayeque,-6.70016,-79.89778
18090014,Lambayeque, Lambayeque,-6.69999,-79.90224000000001
18100014,Lambayeque, Lambayeque,-6.70332,-79.9173
18110014,Lambayeque, Lambayeque,-6.70994,-79.89548000000001
18120014,Lambayeque, Lambayeque,-6.661835393,-79.88619392
18130014,Lambayeque, Manuel Antonio Meso,-6.656451667,-79.72858666000001
18140014,Lambayeque, Manuel Antonio Meso,-6.646349974,-79.75488998
18150014,Lambayeque, Mochumi,-6.593409975,-79.93463998
18160014,Lambayeque, Monsefu,-6.87491,-79.87082
18170014,Lambayeque, Monsefu,-6.87589,-79.87506999999999
18180014,Lambayeque, Monsefu,-6.88099,-79.87881
18190014,Lambayeque, Morrope,-6.490377082,-79.99846802
18200014,Lambayeque, Motupe,-6.15354,-79.71335000000001
18210014,Lambayeque, Motupe,-6.15539,-79.71536
18220014,Lambayeque, Olmos,-5.99367,-79.75239000000001
18230014,Lambayeque, Olmos,-5.98992,-79.74818000000001
18240014,Lambayeque, Olmos,-5.98949,-79.73974
18250014,Lambayeque, Olmos,-5.667490864,-79.881027
18260014,Lambayeque, Olmos,-5.629385905,-79.88344355
18270014,Lambayeque, Olmos,-5.862049,-79.86247183
18280014,Lambayeque, Olmos,-5.870935764,-79.84370772
18290014,Lambayeque, Olmos,-5.900032223,-79.97220428999999
18300014,Lambayeque, Oyotun,-6.788023333,-79.26937833
18310014,Lambayeque, Oyotun,-6.85381,-79.30573
18320014,Lambayeque, Pacora,-6.42544,-79.83938000000001
18330014,Lambayeque, Patapo,-6.73477,-79.64154000000001
18340014,Lambayeque, Patapo,-6.73577,-79.64288000000001
18350014,Lambayeque, Patapo,-6.74243,-79.54225
18360014,Lambayeque, Picsi,-6.71517,-79.76859
18370014,Lambayeque, Pimentel,-6.84372,-79.93491
18380014,Lambayeque, Pimentel,-6.77706,-79.88574
18390014,Lambayeque, Pimentel,-6.77819,-79.88287
18400014,Lambayeque, Pitipo,-6.405191667,-79.50697332999999
18410014,Lambayeque, Pitipo,-6.413001666,-79.545225
18420014,Lambayeque, Pitipo,-6.437065,-79.59711666
18430014,Lambayeque, Pitipo,-6.42988389,-79.58821055
18440014,Lambayeque, Pomalca,-6.77801,-79.77764999999999
18450014,Lambayeque, Pomalca,-6.78603,-79.77384000000001
18460014,Lambayeque, Pomalca,-6.76783,-79.7756
18470014,Lambayeque, Pomalca,-6.76908,-79.77576999999999
18480014,Lambayeque, Pucala,-6.779886666,-79.54407999
18490014,Lambayeque, Pucala,-6.810374999,-79.56326
18500014,Lambayeque, Pueblo Nuevo,-6.64072,-79.79631999999999
18510014,Lambayeque, Pueblo Nuevo,-6.63872,-79.8006
18520014,Lambayeque, Pueblo Nuevo,-6.64335,-79.79868999999999
18530014,Lambayeque, Pueblo Nuevo,-6.63866,-79.79819999999999
18540014,Lambayeque, Reque,-6.87133,-79.8164
18550014,Lambayeque, Salas,-6.08443,-79.50687000000001
18560014,Lambayeque, San José,-6.77324,-79.91844
18570014,Lambayeque, Santa Rosa,-6.88131,-79.92185000000001
18580014,Lambayeque, Santa Rosa,-6.88025,-79.9177
18590014,Lambayeque, Saña,-6.92286,-79.58605
18600014,Lambayeque, Saña,-6.92559,-79.58192
18610014,Lambayeque, Tucume,-6.50949,-79.85939999999999
18620014,Lambayeque, Tuman,-6.74383,-79.6998
18630014,Lambayeque, Tuman,-6.74821,-79.70491
18640015,Lima, Ancón,-11.78017,-77.16766
18650015,Lima, Ancón,-11.81102,-77.13379999999999
18660015,Lima, Ancón,-11.81362,-77.13111000000001
18670015,Lima, Arahuay,-11.63050999,-76.69652999
18680015,Lima, Arahuay,-11.64555833,-76.71895000000001
18690015,Lima, Arahuay,-11.66159333,-76.74890166
18700015,Lima, Ate,-12.05949,-76.99408
18710015,Lima, Ate,-12.07982,-76.98481
18720015,Lima, Ate,-12.05886,-76.94150999999999
18730015,Lima, Ate,-12.06072,-76.9402
18740015,Lima, Ate,-12.04106,-76.92957
18750015,Lima, Ate,-12.03434,-76.93049000000001
18760015,Lima, Ate,-12.05048,-76.88997000000001
18770015,Lima, Ate,-12.03076,-76.889
18780015,Lima, Ate,-12.02574,-76.88258
18790015,Lima, Ate,-12.01494,-76.83951999999999
18800015,Lima, Ate,-12.0174,-76.82671000000001
18810015,Lima, Ate,-12.0303,-76.82532000000001
18820015,Lima, Ate,-12.03201,-76.82323
18830015,Lima, Ate,-12.05474,-76.94476
18840015,Lima, Ate,-12.04655,-76.92879000000001
18850015,Lima, Ate,-12.0453,-76.91457
18860015,Lima, Ate,-12.03753,-76.90075
18870015,Lima, Ate,-12.00894,-76.82608999999999
18880015,Lima, Ate,-12.0105,-76.81752
18890015,Lima, Ate,-12.02714,-76.81899
18900015,Lima, Ate,-12.01043,-76.85744
18910015,Lima, Barranca,-10.74846,-77.76251000000001
18920015,Lima, Barranca,-10.75295,-77.75414000000001
18930015,Lima, Barranca,-10.77453,-77.74531
18940015,Lima, Barranca,-10.74571,-77.77009
18950015,Lima, Barranca,-10.74594,-77.75519
18960015,Lima, Barranca,-10.75031,-77.75617
18970015,Lima, Barranca,-10.75249,-77.76528
18980015,Lima, Barranca,-10.75282,-77.76311
18990015,Lima, Barranca,-10.72747643,-77.74750951
19000015,Lima, Barranco,-12.13717,-77.02155000000001
19010015,Lima, Barranco,-12.14767,-77.01902
19020015,Lima, Breña,-12.05818,-77.04374
19030015,Lima, Breña,-12.06269,-77.0552
19040015,Lima, Breña,-12.0668,-77.04785
19050015,Lima, Caleta de Carquin,-11.0927,-77.62759
19060015,Lima, Carabayllo,-11.83407,-77.08398
19070015,Lima, Carabayllo,-11.81885,-77.05054
19080015,Lima, Carabayllo,-11.84192,-77.02079999999999
19090015,Lima, Carabayllo,-11.85067,-77.03395999999999
19100015,Lima, Carabayllo,-11.82545,-77.08102
19110015,Lima, Carabayllo,-11.90658,-77.03326
19120015,Lima, Carabayllo,-11.80261406,-76.98467621
19130015,Lima, Carabayllo,-11.79881194,-76.98284664000001
19140015,Lima, Carabayllo,-11.82632,-77.05873
19150015,Lima, Carabayllo,-11.86987,-77.01637
19160015,Lima, Carabayllo,-11.85401,-77.03910999999999
19170015,Lima, Carabayllo,-11.84383,-77.07491
19180015,Lima, Carabayllo,-11.88498,-77.0436
19190015,Lima, Carabayllo,-11.87797,-77.03184
19200015,Lima, Chaclacayo,-11.97921,-76.79101
19210015,Lima, Chancay,-11.56902,-77.26903
19220015,Lima, Chancay,-11.5646,-77.2663
19230015,Lima, Chancay,-11.55662,-77.27513999999999
19240015,Lima, Chancay,-11.5635,-77.26662
19250015,Lima, Chancay,-11.56226,-77.27155999999999
19260015,Lima, Chancay,-11.56628,-77.26917
19270015,Lima, Chancay,-11.58933,-77.27025999999999
19280015,Lima, Chancay,-11.58272,-77.2625
19290015,Lima, Chancay,-11.59839,-77.25037
19300015,Lima, Chancay,-11.5058,-77.25561999999999
19310015,Lima, Chancay,-11.5882,-77.26523
19320015,Lima, Chancay,-11.59598,-77.2565
19330015,Lima, Chicla,-11.7042,-76.26825
19340015,Lima, Chilca,-12.46443,-76.74885999999999
19350015,Lima, Chorrillos,-12.16898,-77.03301999999999
19360015,Lima, Chorrillos,-12.17231,-76.99744
19370015,Lima, Chorrillos,-12.17159,-76.9941
19380015,Lima, Chorrillos,-12.19791,-77.0262
19390015,Lima, Chorrillos,-12.18824,-77.00020000000001
19400015,Lima, Chorrillos,-12.20348,-76.9804
19410015,Lima, Chorrillos,-12.16978,-76.99906
19420015,Lima, Chorrillos,-12.20402,-77.01568
19430015,Lima, Chorrillos,-12.21056,-76.99696
19440015,Lima, Cieneguilla,-12.11544,-76.831
19450015,Lima, Colonia,-12.59966499,-75.92426
19460015,Lima, Comas,-11.91772,-77.02864
19470015,Lima, Comas,-11.91483,-77.04541
19480015,Lima, Comas,-11.91316,-77.05688000000001
19490015,Lima, Comas,-11.91831,-77.05167
19500015,Lima, Comas,-11.92905,-77.04073
19510015,Lima, Comas,-11.93666,-77.04057
19520015,Lima, Comas,-11.94535,-77.02884
19530015,Lima, Comas,-11.94705,-77.06925
19540015,Lima, Comas,-11.96001,-77.04819999999999
19550015,Lima, Comas,-11.96885,-77.06146
19560015,Lima, Comas,-11.97511,-77.05804999999999
19570015,Lima, Comas,-11.91066,-77.01962
19580015,Lima, Comas,-11.92084,-77.05385
19590015,Lima, Comas,-11.90505,-77.05423999999999
19600015,Lima, Comas,-11.92215,-77.02149
19610015,Lima, Comas,-11.91768,-77.03085
19620015,Lima, Comas,-11.93504,-77.03907
19630015,Lima, Comas,-11.93221,-77.05512
19640015,Lima, Comas,-11.94295,-77.05153
19650015,Lima, Comas,-11.94318,-77.05441
19660015,Lima, Comas,-11.94593,-77.06802999999999
19670015,Lima, Comas,-11.95545,-77.03685
19680015,Lima, Comas,-11.95847,-77.03908
19690015,Lima, Comas,-11.95386,-77.06222
19700015,Lima, Comas,-11.96147,-77.05745
19710015,Lima, Comas,-11.96283,-77.0609
19720015,Lima, Cuenca,-12.13302,-76.43516
19730015,Lima, El Agustino,-12.03475,-76.98888
19740015,Lima, El Agustino,-12.03627,-76.99802
19750015,Lima, El Agustino,-12.03907,-76.9931
19760015,Lima, El Agustino,-12.02803,-76.99003999999999
19770015,Lima, El Agustino,-12.0433,-77.00776000000001
19780015,Lima, El Agustino,-12.05063,-77.00923
19790015,Lima, Huacho,-11.10702,-77.61302000000001
19800015,Lima, Huacho,-11.1092,-77.60988
19810015,Lima, Huacho,-11.10424,-77.6061
19820015,Lima, Huacho,-11.12128,-77.59903
19830015,Lima, Huacho,-11.12995,-77.60806
19840015,Lima, Huacho,-11.12972,-77.60285
19850015,Lima, Huacho,-11.10889,-77.59963000000001
19860015,Lima, Hualmay,-11.09824,-77.60696
19870015,Lima, Hualmay,-11.10033,-77.60718
19880015,Lima, Hualmay,-11.10183,-77.61109
19890015,Lima, Huancapon,-10.50058,-77.05605
19900015,Lima, Huaral,-11.47008,-77.22915
19910015,Lima, Huaral,-11.4909,-77.20262
19920015,Lima, Huaral,-11.50333,-77.22037
19930015,Lima, Huaral,-11.4967,-77.20507000000001
19940015,Lima, Huaral,-11.49663,-77.20075
19950015,Lima, Huaral,-11.52689,-77.19880000000001
19960015,Lima, Huaral,-11.53398,-77.20708999999999
19970015,Lima, Huaral,-11.49762,-77.21109
19980015,Lima, Huaral,-11.48918,-77.21082
19990015,Lima, Huaral,-11.48827,-77.20287999999999
20000015,Lima, Huaral,-11.49131,-77.20451
20010015,Lima, Huaral,-11.49834,-77.20054
20020015,Lima, Huaros,-11.40498,-76.57598
20030015,Lima, Huaura,-11.06628,-77.60469999999999
20040015,Lima, Huaura,-11.0684,-77.60554000000001
20050015,Lima, Huaura,-11.06733,-77.59572
20060015,Lima, Huaura,-11.07326,-77.47530999999999
20070015,Lima, Huaura,-11.09688,-77.4096
20080015,Lima, Imperial,-13.05858,-76.35392
20090015,Lima, Imperial,-13.07132,-76.33906
20100015,Lima, Imperial,-12.99843309,-76.38223069
20110015,Lima, Imperial,-13.00040537,-76.37620572
20120015,Lima, Imperial,-13.05465,-76.35088
20130015,Lima, Imperial,-13.04628,-76.36304
20140015,Lima, Independencia,-11.96686,-77.03427000000001
20150015,Lima, Independencia,-11.97872,-77.05797
20160015,Lima, Independencia,-11.98568,-77.05311
20170015,Lima, Independencia,-11.99535,-77.05443
20180015,Lima, Independencia,-11.9936,-77.05136
20190015,Lima, Independencia,-11.98409,-77.06196
20200015,Lima, Independencia,-12.00514,-77.04925
20210015,Lima, Jesús María,-12.07812,-77.04995
20220015,Lima, Jesús María,-12.08406,-77.05688000000001
20230015,Lima, Jesús María,-12.071,-77.04668
20240015,Lima, La Molina,-12.10864,-76.94528
20250015,Lima, La Molina,-12.08454,-76.8943
20260015,Lima, La Molina,-12.06543,-76.93832
20270015,Lima, La Victoria,-12.06224,-77.00798
20280015,Lima, La Victoria,-12.07905,-77.02522
20290015,Lima, La Victoria,-12.08786,-77.01972000000001
20300015,Lima, La Victoria,-12.06032,-77.01658999999999
20310015,Lima, La Victoria,-12.0631,-77.00827
20320015,Lima, La Victoria,-12.06761,-77.00176
20330015,Lima, La Victoria,-12.06544,-77.02047
20340015,Lima, Leoncio Prado,-11.05119948,-77.02784297
20350015,Lima, Leoncio Prado,-11.11533166,-77.00315333
20360015,Lima, Lima,-12.03827,-77.08113
20370015,Lima, Lima,-12.06299,-77.06625
20380015,Lima, Lima,-12.04841,-77.05410999999999
20390015,Lima, Lima,-12.05064,-77.05866
20400015,Lima, Lima,-12.0376,-77.05517
20410015,Lima, Lima,-12.04951,-77.04424
20420015,Lima, Lima,-12.04721,-77.03882
20430015,Lima, Lima,-12.0643,-77.04313000000001
20440015,Lima, Lima,-12.04955,-77.02486
20450015,Lima, Lima,-12.05682,-77.01956
20460015,Lima, Lima,-12.04923,-77.07287
20470015,Lima, Lima,-12.05097,-77.07658000000001
20480015,Lima, Lima,-12.05922,-77.06876
20490015,Lima, Lima,-12.05578,-77.02288
20500015,Lima, Lima,-12.05205,-77.02042
20510015,Lima, Lince,-12.08147,-77.03789
20520015,Lima, Lince,-12.08506,-77.04153
20530015,Lima, Los Olivos,-11.93957,-77.07332
20540015,Lima, Los Olivos,-11.98168,-77.06831
20550015,Lima, Los Olivos,-11.97477,-77.07519000000001
20560015,Lima, Los Olivos,-11.97514,-77.08184
20570015,Lima, Los Olivos,-11.98281,-77.07651
20580015,Lima, Los Olivos,-11.99318,-77.07007
20590015,Lima, Los Olivos,-12.00445,-77.0664
20600015,Lima, Los Olivos,-12.00448,-77.08223
20610015,Lima, Los Olivos,-11.98401,-77.07775
20620015,Lima, Los Olivos,-11.95398,-77.0842
20630015,Lima, Los Olivos,-11.97216,-77.06926
20640015,Lima, Los Olivos,-11.9728,-77.08002000000001
20650015,Lima, Los Olivos,-11.98232,-77.07942
20660015,Lima, Los Olivos,-11.98511,-77.06605
20670015,Lima, Los Olivos,-11.99323,-77.07494
20680015,Lima, Los Olivos,-12.00106,-77.08255
20690015,Lima, Lurigancho,-11.93654,-76.69756
20700015,Lima, Lurigancho,-11.93935,-76.7109
20710015,Lima, Lurigancho,-12.00491,-76.86187
20720015,Lima, Lurigancho,-11.98686,-76.953
20730015,Lima, Lurigancho,-11.94415,-76.72771
20740015,Lima, Lurigancho,-11.95723,-76.74565
20750015,Lima, Lurigancho,-11.93364,-76.68798
20760015,Lima, Lurigancho,-11.98021,-76.88945
20770015,Lima, Lurigancho,-11.98162,-76.91776
20780015,Lima, Lurigancho,-12.01387,-76.91553999999999
20790015,Lima, Lurin,-12.25024,-76.89698
20800015,Lima, Lurin,-12.27383,-76.86009
20810015,Lima, Magdalena del Mar,-12.09064,-77.06784
20820015,Lima, Magdalena del Mar,-12.0899,-77.06677999999999
20830015,Lima, Mala,-12.66077,-76.63594000000001
20840015,Lima, Mala,-12.653,-76.63452
20850015,Lima, Mala,-12.66936,-76.61398
20860015,Lima, Matucana,-11.84181,-76.38030000000001
20870015,Lima, Matucana,-11.8436,-76.38327
20880015,Lima, Miraflores,-12.12829,-77.02492
20890015,Lima, Miraflores,-12.11216,-77.03124
20900015,Lima, Miraflores,-12.11085,-77.05273
20910015,Lima, Miraflores,-12.11221,-77.05007000000001
20920015,Lima, Miraflores,-12.11184,-77.03778
20930015,Lima, Miraflores,-12.12233,-77.04082
20940015,Lima, Miraflores,-12.1244,-77.03879000000001
20950015,Lima, Miraflores,-12.12916,-77.02128
20960015,Lima, Miraflores,-12.11719,-77.0111
20970015,Lima, Navan,-10.88450666,-77.04079833
20980015,Lima, Navan,-10.87495666,-77.03830166
20990015,Lima, Nuevo Imperial,-13.01685,-76.34090000000001
21000015,Lima, Nuevo Imperial,-13.0723,-76.31319000000001
21010015,Lima, Nuevo Imperial,-13.08542,-76.28446
21020015,Lima, Oyon,-10.66864,-76.77369
21030015,Lima, Oyon,-10.66663,-76.77663
21040015,Lima, Pachacamac,-12.09346,-76.87417000000001
21050015,Lima, Pachacamac,-12.11645,-76.86953
21060015,Lima, Pachacamac,-12.10285,-76.88316
21070015,Lima, Paramonga,-10.67572,-77.81688
21080015,Lima, Paramonga,-10.66006666,-77.81592499
21090015,Lima, Pativilca,-10.65334103,-77.71069654999999
21100015,Lima, Pativilca,-10.69593221,-77.78900523
21110015,Lima, Pativilca,-10.70449734,-77.78404791
21120015,Lima, Pucusana,-12.48156,-76.79865
21130015,Lima, Pucusana,-12.4736,-76.75088
21140015,Lima, Pueblo Libre,-12.07543,-77.05540000000001
21150015,Lima, Pueblo Libre,-12.07421,-77.07411999999999
21160015,Lima, Pueblo Libre,-12.07586,-77.07064
21170015,Lima, Pueblo Libre,-12.07423,-77.06740000000001
21180015,Lima, Pueblo Libre,-12.08487,-77.06259
21190015,Lima, Puente Piedra,-11.82375,-77.10791999999999
21200015,Lima, Puente Piedra,-11.82952,-77.11187
21210015,Lima, Puente Piedra,-11.84779,-77.10956
21220015,Lima, Puente Piedra,-11.86344,-77.0853
21230015,Lima, Puente Piedra,-11.82638,-77.11351000000001
21240015,Lima, Puente Piedra,-11.83151,-77.10751999999999
21250015,Lima, Puente Piedra,-11.85241,-77.10008000000001
21260015,Lima, Puente Piedra,-11.86144,-77.07487
21270015,Lima, Puente Piedra,-11.86134,-77.08741000000001
21280015,Lima, Puente Piedra,-11.86494,-77.08246
21290015,Lima, Puente Piedra,-11.89089,-77.07092
21300015,Lima, Puente Piedra,-11.91887,-77.08620000000001
21310015,Lima, Puente Piedra,-11.9212,-77.08857999999999
21320015,Lima, Puente Piedra,-11.9362,-77.08450000000001
21330015,Lima, Quilmana,-12.94505,-76.3822
21340015,Lima, Quilmana,-12.94903,-76.37708000000001
21350015,Lima, Ricardo Palma,-11.92778,-76.66374999999999
21360015,Lima, Ricardo Palma,-11.91459755,-76.6129115
21370015,Lima, Rímac,-12.01712,-77.03559
21380015,Lima, Rímac,-12.0175,-77.0248
21390015,Lima, Rímac,-12.02677,-77.03498
21400015,Lima, Rímac,-12.03529,-77.03948
21410015,Lima, Rímac,-12.03765,-77.02244
21420015,Lima, Rímac,-12.01328,-77.03012
21430015,Lima, Rímac,-12.0212,-77.02716
21440015,Lima, San Antonio,-12.63561,-76.65485
21450015,Lima, San Antonio,-12.63791,-76.65311
21460015,Lima, San Bartolomé,-11.90569666,-76.52303833000001
21470015,Lima, San Borja,-12.09225,-76.99257
21480015,Lima, San Borja,-12.1023,-76.99589
21490015,Lima, San Borja,-12.1055,-77.00411
21500015,Lima, San Borja,-12.10809,-77.00833
21510015,Lima, San Borja,-12.09402,-76.98616
21520015,Lima, San Isidro,-12.10178,-77.05768999999999
21530015,Lima, San Isidro,-12.10898,-77.04130000000001
21540015,Lima, San Isidro,-12.10166,-77.01599
21550015,Lima, San Isidro,-12.09492,-77.04875
21560015,Lima, San Isidro,-12.0965,-77.02867000000001
21570015,Lima, San Juan de Lurigan,-11.94187,-76.98608
21580015,Lima, San Juan de Lurigan,-11.93563,-77.00202
21590015,Lima, San Juan de Lurigan,-11.94045,-77.00449
21600015,Lima, San Juan de Lurigan,-11.94651,-76.98925
21610015,Lima, San Juan de Lurigan,-11.95522,-76.99625
21620015,Lima, San Juan de Lurigan,-11.96183,-76.99899000000001
21630015,Lima, San Juan de Lurigan,-11.96666,-77.00182
21640015,Lima, San Juan de Lurigan,-11.97522,-76.98730000000001
21650015,Lima, San Juan de Lurigan,-11.96936,-77.00417
21660015,Lima, San Juan de Lurigan,-12.00188,-77.00436999999999
21670015,Lima, San Juan de Lurigan,-12.02864,-77.00627
21680015,Lima, San Juan de Lurigan,-12.0288,-77.00453
21690015,Lima, San Juan de Lurigan,-12.02489,-76.97644
21700015,Lima, San Juan de Lurigan,-12.01984,-76.96836
21710015,Lima, San Juan de Lurigan,-12.02393,-76.96406
21720015,Lima, San Juan de Lurigan,-11.92322,-76.99451999999999
21730015,Lima, San Juan de Lurigan,-11.96482,-76.98932000000001
21740015,Lima, San Juan de Lurigan,-12.02302,-76.96677
21750015,Lima, San Juan de Lurigan,-11.92588,-76.98972999999999
21760015,Lima, San Juan de Lurigan,-11.93848,-76.99281000000001
21770015,Lima, San Juan de Lurigan,-11.93715,-77.00785000000001
21780015,Lima, San Juan de Lurigan,-11.9409,-76.99498
21790015,Lima, San Juan de Lurigan,-11.94944,-76.99432
21800015,Lima, San Juan de Lurigan,-11.96358,-76.98755
21810015,Lima, San Juan de Lurigan,-11.9625,-77.01101
21820015,Lima, San Juan de Lurigan,-11.98547,-77.01976999999999
21830015,Lima, San Juan de Lurigan,-11.98764,-77.00691000000001
21840015,Lima, San Juan de Lurigan,-12.01195,-76.9807
21850015,Lima, San Juan de Lurigan,-12.02203,-77.01439000000001
21860015,Lima, San Juan de Lurigan,-11.93194,-76.96210000000001
21870015,Lima, San Juan de Lurigan,-11.89623,-76.95901000000001
21880015,Lima, San Juan de Lurigan,-11.92925,-76.94784
21890015,Lima, San Juan de Miraflo,-12.12213,-76.94837
21900015,Lima, San Juan de Miraflo,-12.13803,-76.96854999999999
21910015,Lima, San Juan de Miraflo,-12.17739,-76.95489000000001
21920015,Lima, San Juan de Miraflo,-12.18893,-76.97410000000001
21930015,Lima, San Juan de Miraflo,-12.19183,-76.9733
21940015,Lima, San Juan de Miraflo,-12.13082,-76.95578999999999
21950015,Lima, San Juan de Miraflo,-12.16947,-76.98362
21960015,Lima, San Juan de Miraflo,-12.14684,-76.96307
21970015,Lima, San Juan de Miraflo,-12.14616,-76.96550000000001
21980015,Lima, San Juan de Miraflo,-12.14798,-76.97297
21990015,Lima, San Juan de Miraflo,-12.17354,-76.96086
22000015,Lima, San Juan de Miraflo,-12.17176,-76.97996000000001
22010015,Lima, San Luis,-13.06863,-76.45199
22020015,Lima, San Luis,-12.07805,-77.00802
22030015,Lima, San Luis,-13.03049455,-76.43217887
22040015,Lima, San Luis,-13.0430906,-76.43500835
22050015,Lima, San Martín de Porr,-11.94715,-77.09233999999999
22060015,Lima, San Martín de Porr,-11.9632,-77.10948999999999
22070015,Lima, San Martín de Porr,-11.9855,-77.08172999999999
22080015,Lima, San Martín de Porr,-11.98774,-77.08186000000001
22090015,Lima, San Martín de Porr,-11.99328,-77.08933
22100015,Lima, San Martín de Porr,-11.99814,-77.09189000000001
22110015,Lima, San Martín de Porr,-12.01359,-77.08181
22120015,Lima, San Martín de Porr,-12.01361,-77.07142
22130015,Lima, San Martín de Porr,-12.02191,-77.05225
22140015,Lima, San Martín de Porr,-12.02288,-77.06207000000001
22150015,Lima, San Martín de Porr,-12.02436,-77.07369
22160015,Lima, San Martín de Porr,-12.02813,-77.06975
22170015,Lima, San Martín de Porr,-12.0335,-77.09417999999999
22180015,Lima, San Martín de Porr,-12.03463,-77.08848
22190015,Lima, San Martín de Porr,-12.02972,-77.08042
22200015,Lima, San Martín de Porr,-12.03477,-77.07701
22210015,Lima, San Martín de Porr,-12.03012,-77.07426
22220015,Lima, San Martín de Porr,-12.02492,-77.07571
22230015,Lima, San Martín de Porr,-12.03385,-77.07476
22240015,Lima, San Martín de Porr,-11.96255,-77.10364
22250015,Lima, San Martín de Porr,-11.95539,-77.0925
22260015,Lima, San Martín de Porr,-11.9897,-77.11544000000001
22270015,Lima, San Martín de Porr,-11.99297,-77.10853
22280015,Lima, San Martín de Porr,-11.99252,-77.10377
22290015,Lima, San Martín de Porr,-12.00789,-77.08317
22300015,Lima, San Martín de Porr,-12.02448,-77.08562000000001
22310015,Lima, San Martín de Porr,-12.0346,-77.08248
22320015,Lima, San Martín de Porr,-12.03498,-77.05249000000001
22330015,Lima, San Martín de Porr,-12.03275,-77.05622
22340015,Lima, San Miguel,-12.08624,-77.07536
22350015,Lima, San Miguel,-12.08087,-77.10253
22360015,Lima, San Miguel,-12.07918,-77.10921
22370015,Lima, San Miguel,-12.09244,-77.07922000000001
22380015,Lima, San Vicente de Cañ,-13.07491,-76.3792
22390015,Lima, San Vicente de Cañ,-13.076,-76.37730999999999
22400015,Lima, San Vicente de Cañ,-13.08356,-76.38934999999999
22410015,Lima, San Vicente de Cañ,-13.1097,-76.41607999999999
22420015,Lima, San Vicente de Cañ,-13.07392,-76.38469000000001
22430015,Lima, San Vicente de Cañ,-13.08099,-76.39034
22440015,Lima, San Vicente de Cañ,-13.11851,-76.40859
22450015,Lima, Santa Anita,-12.04081,-76.9793
22460015,Lima, Santa Anita,-12.04222,-76.97
22470015,Lima, Santa Anita,-12.03915,-76.96411999999999
22480015,Lima, Santa Anita,-12.03621,-76.95287
22490015,Lima, Santa Anita,-12.05015,-76.97273
22500015,Lima, Santa Anita,-12.04289,-76.98054999999999
22510015,Lima, Santa Anita,-12.03663,-76.96451999999999
22520015,Lima, Santa Anita,-12.04369,-76.95754
22530015,Lima, Santa Leonor,-10.92770666,-76.78109499
22540015,Lima, Santa Leonor,-10.94952,-76.74397
22550015,Lima, Santa María,-11.08458,-77.58966
22560015,Lima, Santa María,-11.10947,-77.58563
22570015,Lima, Santa María,-11.10778699,-77.55143099999999
22580015,Lima, Santa María,-11.1137,-77.59083
22590015,Lima, Santa Rosa,-11.7859,-77.15537999999999
22600015,Lima, Santa Rosa de Quive,-11.68142177,-76.92475914000001
22610015,Lima, Santiago de Surco,-12.1004,-76.9782
22620015,Lima, Santiago de Surco,-12.1205,-76.98954999999999
22630015,Lima, Santiago de Surco,-12.14448,-77.01065
22640015,Lima, Santiago de Surco,-12.15084,-77.01676000000001
22650015,Lima, Santiago de Surco,-12.15035,-76.98606
22660015,Lima, Santiago de Surco,-12.1129,-76.97663
22670015,Lima, Santiago de Surco,-12.13823,-76.98486
22680015,Lima, Santiago de Surco,-12.11113,-76.9726
22690015,Lima, Santiago de Surco,-12.12642,-76.98513
22700015,Lima, Santiago de Surco,-12.13771,-77.0153
22710015,Lima, Santiago de Surco,-12.14259,-77.00643
22720015,Lima, Santiago de Surco,-12.14712,-77.0098
22730015,Lima, Santiago de Surco,-12.14606,-77.00304
22740015,Lima, Santiago de Surco,-12.15592,-76.98763
22750015,Lima, Santiago de Surco,-12.16346,-76.99003
22760015,Lima, Sayan,-11.11791997,-77.29516998
22770015,Lima, Sayan,-11.2331,-77.38023
22780015,Lima, Sayan,-11.13909,-77.19136
22790015,Lima, Sayan,-11.10756833,-77.31270000000001
22800015,Lima, Sayan,-11.11285333,-77.33232666000001
22810015,Lima, Supe,-10.79469,-77.72313
22820015,Lima, Supe,-10.79611,-77.71172
22830015,Lima, Supe Puerto,-10.7965,-77.72995
22840015,Lima, Supe Puerto,-10.79966,-77.73365
22850015,Lima, Surquillo,-12.10772,-77.01439000000001
22860015,Lima, Surquillo,-12.11904,-77.01738
22870015,Lima, Vegueta,-10.97058,-77.64789
22880015,Lima, Vegueta,-10.9245,-77.65705
22890015,Lima, Vegueta,-10.94445,-77.65106
